,clean,clean,mca,mca,noise,noise
,mean,std,mean,std,mean,std
control,,,,,,
baseline,2.0333333333333266,0.45544849690534533,-0.19355555555556236,0.4256978653841166,-5.301000000000002,1.4421570649551299
cutmix_p1,-0.6900000000000025,0.08544003745318327,1.3226222222222195,0.6958372521513086,5.1356666666666655,2.287186116898521
