control,corruption,severity,mean,std,minimum,maximum,seeds,dataset
cutmix_p1,defocus_blur,4,-0.3200000000000003,0.7019259220174182,-1.1300000000000026,0.1099999999999994,3,CIFAR-100
cutmix_p1,defocus_blur,5,0.1433333333333344,0.7251436639269044,-0.5899999999999999,0.860000000000003,3,CIFAR-100
cutmix_p1,elastic_transform,1,-0.1533333333333265,0.3271594921950718,-0.3900000000000005,0.220000000000013,3,CIFAR-100
cutmix_p1,elastic_transform,2,0.0433333333333318,0.4521430452117294,-0.2800000000000011,0.5600000000000023,3,CIFAR-100
cutmix_p1,elastic_transform,3,0.330000000000003,0.1928730152198623,0.1099999999999994,0.4700000000000059,3,CIFAR-100
cutmix_p1,elastic_transform,4,1.43333333333333,1.0281212639243171,0.269999999999996,2.219999999999999,3,CIFAR-100
cutmix_p1,elastic_transform,5,2.199999999999998,0.6450581369148043,1.6499999999999986,2.9099999999999966,3,CIFAR-100
cutmix_p1,fog,1,-0.3966666666666659,0.1305118130030122,-0.5,-0.25,3,CIFAR-100
cutmix_p1,fog,2,-0.0533333333333274,0.3982880029995052,-0.4899999999999949,0.2900000000000062,3,CIFAR-100
cutmix_p1,fog,3,0.2100000000000032,0.8098765338000586,-0.3400000000000034,1.1400000000000006,3,CIFAR-100
cutmix_p1,fog,4,0.3833333333333328,0.7454081655934102,-0.2100000000000008,1.2199999999999989,3,CIFAR-100
cutmix_p1,fog,5,-0.0100000000000003,1.4982322917358302,-0.8800000000000026,1.7199999999999989,3,CIFAR-100
cutmix_p1,frost,1,0.0133333333333401,0.4957149718672387,-0.3399999999999892,0.5800000000000125,3,CIFAR-100
cutmix_p1,frost,2,0.5566666666666672,0.5862024678669745,-0.1199999999999974,0.9099999999999966,3,CIFAR-100
cutmix_p1,frost,3,0.6233333333333325,1.344408172146139,-0.9099999999999966,1.5999999999999943,3,CIFAR-100
cutmix_p1,frost,4,0.2766666666666661,1.4700453507743685,-1.4200000000000017,1.1700000000000017,3,CIFAR-100
cutmix_p1,frost,5,0.7199999999999989,1.6272983746074356,-1.1300000000000026,1.929999999999996,3,CIFAR-100
cutmix_p1,gaussian_noise,1,8.85,4.007754982530747,4.409999999999997,12.200000000000005,3,CIFAR-100
cutmix_p1,gaussian_noise,2,6.056666666666668,3.276497113280176,2.280000000000001,8.139999999999999,3,CIFAR-100
cutmix_p1,gaussian_noise,3,3.6633333333333336,1.5451321410589232,1.8900000000000008,4.720000000000001,3,CIFAR-100
cutmix_p1,gaussian_noise,4,2.729999999999999,1.3387680904473336,1.2699999999999996,3.9,3,CIFAR-100
cutmix_p1,gaussian_noise,5,1.9099999999999997,0.940638081304388,0.8299999999999992,2.55,3,CIFAR-100
cutmix_p1,glass_blur,1,-0.0399999999999979,0.6773477688750443,-0.5799999999999983,0.7200000000000024,3,CIFAR-100
cutmix_p1,glass_blur,2,0.5499999999999995,0.361662826400502,0.2100000000000008,0.9299999999999996,3,CIFAR-100
cutmix_p1,glass_blur,3,1.4833333333333318,1.251172783165192,0.0399999999999991,2.259999999999998,3,CIFAR-100
cutmix_p1,glass_blur,4,0.2933333333333324,0.4789919971495693,-0.2300000000000004,0.7099999999999991,3,CIFAR-100
cutmix_p1,glass_blur,5,0.6500000000000009,0.5666568626602886,0.0,1.0400000000000027,3,CIFAR-100
cutmix_p1,impulse_noise,1,2.9933333333333345,3.4053242625825395,-0.0700000000000002,6.659999999999997,3,CIFAR-100
cutmix_p1,impulse_noise,2,6.18,6.651826816747414,-0.5600000000000023,12.740000000000002,3,CIFAR-100
cutmix_p1,impulse_noise,3,4.95,5.7426126458259406,-0.8900000000000006,10.590000000000002,3,CIFAR-100
cutmix_p1,impulse_noise,4,2.2833333333333337,2.30612951356452,0.0200000000000013,4.63,3,CIFAR-100
cutmix_p1,impulse_noise,5,0.7266666666666667,1.3957196471116011,-0.5099999999999998,2.24,3,CIFAR-100
cutmix_p1,jpeg_compression,1,2.2999999999999994,1.1484337159801588,1.5300000000000011,3.619999999999997,3,CIFAR-100
cutmix_p1,jpeg_compression,2,2.9366666666666625,1.658985633853812,1.6199999999999974,4.799999999999997,3,CIFAR-100
cutmix_p1,jpeg_compression,3,2.8200000000000003,1.2910848151845014,1.740000000000002,4.25,3,CIFAR-100
cutmix_p1,jpeg_compression,4,2.393333333333336,1.3292980603812417,1.1300000000000026,3.780000000000001,3,CIFAR-100
cutmix_p1,jpeg_compression,5,2.616666666666665,1.6883818683382414,0.759999999999998,4.059999999999995,3,CIFAR-100
cutmix_p1,motion_blur,1,0.5399999999999968,0.6538348415310965,0.0900000000000034,1.289999999999992,3,CIFAR-100
cutmix_p1,motion_blur,2,0.7733333333333311,0.3800438571182727,0.3399999999999963,1.0499999999999972,3,CIFAR-100
cutmix_p1,motion_blur,3,0.7933333333333342,0.4354690957270474,0.3700000000000045,1.240000000000002,3,CIFAR-100
cutmix_p1,motion_blur,4,0.6366666666666655,0.6653069467045509,-0.0399999999999991,1.2899999999999991,3,CIFAR-100
cutmix_p1,motion_blur,5,0.7200000000000012,0.5325410782277749,0.2199999999999988,1.2800000000000011,3,CIFAR-100
cutmix_p1,pixelate,1,0.0266666666666661,0.6238856732874402,-0.4599999999999937,0.7299999999999898,3,CIFAR-100
cutmix_p1,pixelate,2,1.419999999999997,0.6802205524680944,0.7299999999999969,2.0899999999999963,3,CIFAR-100
cutmix_p1,pixelate,3,2.4466666666666703,0.7655934517309666,1.740000000000002,3.260000000000005,3,CIFAR-100
cutmix_p1,pixelate,4,4.02,0.6668583057891679,3.25,4.41,3,CIFAR-100
cutmix_p1,pixelate,5,1.8500000000000003,0.3132091952673155,1.6400000000000006,2.209999999999999,3,CIFAR-100
cutmix_p1,shot_noise,1,7.979999999999999,3.412814088109696,4.189999999999998,10.810000000000002,3,CIFAR-100
cutmix_p1,shot_noise,2,8.590000000000002,3.819790570175282,4.330000000000002,11.710000000000004,3,CIFAR-100
cutmix_p1,shot_noise,3,5.319999999999999,2.29,2.68,6.77,3,CIFAR-100
cutmix_p1,shot_noise,4,3.91,1.627851344564362,2.039999999999999,5.01,3,CIFAR-100
cutmix_p1,shot_noise,5,2.346666666666667,1.1548737304715757,1.1000000000000003,3.380000000000001,3,CIFAR-100
cutmix_p1,snow,1,-0.1666666666666619,0.6950059951779741,-0.7299999999999898,0.6099999999999994,3,CIFAR-100
cutmix_p1,snow,2,-0.5733333333333306,0.9187672900867409,-1.6199999999999974,0.1000000000000014,3,CIFAR-100
cutmix_p1,snow,3,-0.8699999999999974,0.6755738301621824,-1.6499999999999986,-0.4699999999999988,3,CIFAR-100
cutmix_p1,snow,4,-0.9366666666666698,0.8358428879480454,-1.75,-0.0800000000000054,3,CIFAR-100
cutmix_p1,snow,5,-0.5,1.1951568934662953,-1.2000000000000028,0.8800000000000026,3,CIFAR-100
cutmix_p1,zoom_blur,1,-0.2066666666666682,0.4125934237640448,-0.5900000000000034,0.2300000000000039,3,CIFAR-100
cutmix_p1,zoom_blur,2,-0.4566666666666681,0.2759226944876665,-0.7700000000000031,-0.25,3,CIFAR-100
cutmix_p1,zoom_blur,3,-0.7833333333333362,0.7874854496010297,-1.6900000000000048,-0.2700000000000031,3,CIFAR-100
cutmix_p1,zoom_blur,4,-0.75666666666667,0.7735847292529309,-1.6000000000000014,-0.0800000000000054,3,CIFAR-100
cutmix_p1,zoom_blur,5,-1.2666666666666682,0.7451398079107939,-2.020000000000003,-0.5300000000000011,3,CIFAR-100
