control,seed,clean,mca,noise
baseline,42,1.3400000000000034,0.5796000000000134,-1.4150000000000063
baseline,43,1.0300000000000011,-0.8077333333333456,-5.438000000000002
baseline,44,1.0500000000000114,-0.061466666666674996,-2.7339999999999876
cutmix_p1,42,-0.28999999999999204,3.582400000000007,19.012999999999998
cutmix_p1,43,-0.46999999999999886,1.998133333333314,12.785999999999987
cutmix_p1,44,0.13000000000000966,1.6615999999999929,7.846000000000011
